TCGA-DJ-A1QQ-01A;TCGA-EM-A4FH-01A;TCGA-EL-A3H8-01A;TCGA-ET-A39M-01A;TCGA-DJ-A3V0-01A;TCGA-BJ-A28S-01A;TCGA-EL-A3ZM-01A;TCGA-FE-A230-01A;TCGA-ET-A3DU-01A;TCGA-CE-A3MD-01A;TCGA-DJ-A2Q6-01A;TCGA-E8-A242-01A;TCGA-DO-A1K0-01A;TCGA-BJ-A28W-01A;TCGA-DJ-A3V9-01A;TCGA-BJ-A45I-01A;TCGA-DJ-A3UX-01A;TCGA-FY-A3W9-01A;TCGA-BJ-A2NA-01A;TCGA-FE-A23A-01A;TCGA-BJ-A0Z9-01A;TCGA-E8-A414-01A;TCGA-EL-A3ZQ-01A;TCGA-EL-A3GX-01A;TCGA-EL-A4JZ-01A;TCGA-EL-A4K4-01A;TCGA-EL-A3D4-01A;TCGA-EM-A2CU-01A;TCGA-EM-A2P0-01A;TCGA-DJ-A2PR-01A;TCGA-FE-A232-01A;TCGA-IM-A3U2-01A;TCGA-DJ-A3VA-01A;TCGA-IM-A3EB-01A;TCGA-FY-A3I5-01B;TCGA-DJ-A13R-01A;TCGA-ET-A40P-01A;TCGA-EL-A4K9-01A;TCGA-BJ-A0YZ-01A;TCGA-BJ-A45C-01A;TCGA-DJ-A3UT-01A;TCGA-FY-A3I4-01A;TCGA-DE-A2OL-01A;TCGA-H2-A3RI-01A;TCGA-EL-A3GZ-01A;TCGA-EL-A3GR-01A;TCGA-ET-A3DV-01A;TCGA-DJ-A2PW-01A;TCGA-ET-A40R-01A;TCGA-E8-A419-01A;TCGA-DJ-A3UN-01A;TCGA-EL-A3N2-01A;TCGA-BJ-A45D-01A;TCGA-KS-A41I-01A;TCGA-ET-A25I-01A;TCGA-DJ-A13R-01A;TCGA-E8-A414-01A;TCGA-EM-A4G1-01A;TCGA-EL-A3ZQ-11A;TCGA-BJ-A3PR-11A;TCGA-KS-A41J-11A;TCGA-EL-A3MY-11A;TCGA-BJ-A2NA-11A;TCGA-EL-A3GZ-11A;TCGA-EL-A3T8-11A;TCGA-EL-A3TB-11A;TCGA-EL-A3ZT-11A;TCGA-DO-A1JZ-11A;TCGA-H2-A2K9-11A;TCGA-EL-A3ZG-11A;TCGA-EL-A3MW-11A;TCGA-BJ-A28R-11A;TCGA-EM-A1YC-11A;TCGA-ET-A2MX-11C;TCGA-BJ-A290-11A;TCGA-EL-A3TA-11A;TCGA-BJ-A2N9-11A;TCGA-BJ-A3PU-11A;TCGA-EM-A1CT-11A;TCGA-EL-A3ZS-11A;TCGA-BJ-A2N7-11A;TCGA-EL-A3ZH-11A;TCGA-ET-A3DW-11A;TCGA-ET-A2N5-11B;TCGA-EM-A3ST-11A;TCGA-EL-A3T1-11A;TCGA-EM-A1CV-11A;TCGA-EM-A1CW-11A;TCGA-EL-A3N3-11A;TCGA-EL-A3MX-11A;TCGA-EL-A3ZL-11A;TCGA-EL-A3ZR-11A;TCGA-EL-A3ZK-11A;TCGA-GE-A2C6-11A;TCGA-BJ-A28W-11A;TCGA-EL-A3ZP-11A;TCGA-EL-A3T7-11A;TCGA-KS-A41I-11A;TCGA-BJ-A28X-11A;TCGA-EL-A3T0-11A;TCGA-EL-A3T6-11A;TCGA-EL-A3H1-11A;TCGA-EL-A3N2-11A;TCGA-E8-A2JQ-11A;TCGA-EM-A1CU-11A;TCGA-EL-A3ZO-11A;TCGA-EL-A3H7-11A;TCGA-KS-A41L-11A;TCGA-EM-A1CS-11A;TCGA-EL-A3H2-11A;TCGA-BJ-A2N8-11A;TCGA-FY-A3TY-11A;TCGA-EL-A3T2-11A;TCGA-EL-A3ZM-11A;TCGA-EL-A3T3-11A;TCGA-ET-A3DP-11A
9.134426320220928;9.487840033823051;8.7714894695006;9.481799431665753;9.372865060112588;8.90388184573618;9.34207466799914;9.14974711950468;9.779719355143405;9.543031820255235;9.79603960882977;9.961449694398196;8.499845887083206;9.67065624911844;9.845490050944376;9.813781191217036;9.428360172704291;9.975847968006784;9.554588851677638;10.314016703901355;9.005624549193879;9.640244936222343;8.76487159073609;9.654636028527968;10.057991722759176;9.211888294546004;9.052568050804153;9.93810932621924;9.047123912114026;9.364134655008051;9.62935662007961;9.276124405274238;9.250298417906333;9.681238411777803;9.684748620421626;9.08746284125034;9.052568050804153;9.179909090014934;10.263269200372662;9.03342300153745;9.46352437327118;10.037546953962178;9.818582177480858;9.34207466799914;9.250298417906333;8.618385502258606;9.611024797307351;9.733015321685963;9.776433032444732;9.7515440590891;9.417852514885896;9.197216693110052;9.839203788096944;8.087462841250339;10.124121311829189;9.08746284125034;9.640244936222343;9.118941072723509;9.23840473932508;9.804131021183318;9.481799431665753;9.26209484537018;9.442943495848729;9.055282435501187;9.233619676759702;9.672425341971495;8.754887502163468;9.118941072723509;9.611024797307351;8.169925001442312;8.939579214314692;9.661778097771988;8.854868383260236;9.312882955284357;9.569855608330949;9.64745842645492;9.935165049603697;9.640244936222343;9.72451385311995;9.564149489985732;9.39231742277876;9.269126679149418;9.447083226209651;9.453270634010623;9.057991722759176;9.581200581924955;8.957102041562287;7.700439718141092;9.7515440590891;9.842350343413807;9.005624549193879;9.139551352398794;9.485829308701904;9.654636028527968;9.560332834212442;9.41574176829009;8.954196310386875;9.7714894695006;10.1357092861044;9.41574176829009;9.489847960439295;9.79603960882977;9.113742166049189;10.20212382383046;8.640244936222345;8.918863237274595;9.154818109052105;9.501837184902296;9.899356922923111;9.620219825507489;10.030667136246942;8.658211482751796;9.434628227636724;9.337621901992508;9.679480099505446;9.257387842692651
16.37807466823829;15.897490976768148;15.913053014465556;14.27394125977685;15.32027170818185;14.680634233616203;15.381407759783006;14.99081307915361;15.104885364094075;14.55608688416836;16.103246822175258;16.381948449395214;15.669300319623042;13.710053040024412;16.32853468965679;15.23545333389011;15.867375276565458;15.933298765463055;15.950555897047511;15.729461426558686;15.07129475348982;15.70894914611001;13.603858121842803;15.924046981991632;14.671872733453272;15.762823210017428;13.405008465206691;15.319989580523782;16.049210424099552;15.4757334309664;15.47043645413948;15.890739269630966;15.829004181238506;16.39757436804089;15.585490734707978;13.337203749714552;14.801607326314375;14.663891611066967;16.02282291845969;15.148158772937894;15.013279049911516;16.209282004953984;16.728186256845007;15.914034694104842;15.802516365121225;15.913380315237864;16.323828832767102;15.609928984594935;15.904399421380557;15.598023413274818;16.009806752886217;15.64537698036215;14.530406337099068;12.950191349972702;15.272884887352436;13.337203749714552;15.70894914611001;13.489220783521674;15.963392840038406;14.600377553107844;16.18359661550095;16.090608674341276;15.380866867456533;15.462981472451387;15.478548446573452;16.207052461991463;15.805290440031529;16.400662668940345;16.325621677625207;14.875605381852449;16.19834911439086;15.407765663075432;14.782486378978945;15.496572948686955;16.68071663644777;15.967834159685438;16.10470112100432;16.162076570374314;15.850040294276956;12.340128273700588;16.54307714550171;16.263360906611744;15.66266837551754;15.862443642212297;15.08219063136327;15.503794687923309;15.876061236205071;15.381272555711789;15.66041379438262;16.165201436378236;15.675516044082778;15.644644947968796;15.626564618694632;14.756869011549092;13.990990303530822;15.593040911589412;16.003210437026794;14.91564600478507;15.078275920403948;15.78481374010061;15.693677518307336;15.84379840129866;15.713332810280487;15.392988162965136;15.677471904877132;15.38562651473644;16.02524772573819;16.150421637625772;16.251020029107448;15.843234077004007;16.849502841203268;15.615715837490388;15.41131236544125;15.147403695287522;15.916462648854507;16.239150973780703
13.641148597411233;13.353146825498085;13.24555270625568;11.746094383705463;12.766528908598865;12.742309436084;12.508537595347322;13.049338071751931;12.4993476328766;12.743572188935634;14.007202510749742;13.43215037791784;13.582024340280569;11.358651200892886;13.423903765836592;12.81678367937856;13.543756853375896;13.588011853215088;13.230320715661112;13.389093521904474;12.567005370247031;13.658434654697617;10.487840033823051;13.494480615017771;12.946358033887046;12.415477707697994;12.31938987600021;12.74965996169181;13.507051302247916;13.66478058593351;12.68365259739475;12.859534786382651;13.488969836392693;13.536611486625777;12.867471806961992;11.893301530860564;12.208539206738363;12.496104779340126;12.828533210455618;12.77540451950398;12.802516365121225;13.513727595952435;14.420223419348645;13.345959596404112;13.314300001897534;13.439311461818846;13.876516946565;13.100169531129907;12.78483929465315;13.019938156424796;13.185959435631318;13.589182967039353;11.569380959522295;11.160501747555688;13.30848124464402;11.893301530860564;13.658434654697617;12.423903765836592;13.485326189240524;11.701306461958623;13.56379210712418;13.513850940118791;12.81678367937856;13.360572781480696;13.313449940963055;13.43827205612483;13.386670859637618;13.187042714339894;13.909143047339898;11.529918528120325;13.524051918717824;13.25797705856398;12.114393054867309;12.844901876019785;14.000528233986822;13.7238742188639;13.031701202740305;13.59735425297161;13.264442600226602;10.8193807908646;13.54978466794786;13.336646024747372;13.117967703717133;13.261213451366048;12.32895536178133;13.313449940963055;13.061539958530144;13.193371349821495;13.928795932261515;13.662557120839184;13.666667840690357;13.295625461192714;13.094242668809017;12.936453910041177;11.14210705730255;13.215381320721084;13.413098984915264;13.005273656563938;13.661889412539288;13.243769031961852;13.032390168866524;13.496354488564617;13.699138625275914;13.285257710919934;13.219319801859132;13.20074537950159;13.213559927476458;13.173833263682058;12.97656412341533;13.61114009761038;14.147363943409283;13.376939321619846;13.782793498733351;12.720458038393296;13.325867580575418;13.673640336144274
10.964340867792416;10.681238411777803;11.476746203939468;11.159240650411672;11.014717929860009;7.442943495848728;11.162391328756906;10.842350343413807;10.573647187493322;11.730894646541673;12.083479327331842;11.0566377151132;11.3151495622563;12.588011853215088;11.25915476886684;10.906890595608518;11.279610581052484;6.569855608330948;11.377210530388552;11.533816389433364;9.154818109052105;11.717676423066395;11.512740462803498;11.44759985827995;11.674192268145683;10.510764167917891;9.778077129535358;10.163649676015824;10.554588851677638;11.3701424794954;11.651948610723446;10.89633240390994;11.117643101389092;10.057991722759176;11.046441948007311;9.436711542137214;10.689124404913258;11.49235394515987;9.92035285541508;8.199672344836364;10.287712379549449;11.083479327331842;9.240791332161956;12.698053484163538;12.254142846855748;10.112439506781552;7.546894459887636;12.48733761520718;11.030667136246942;10.749869427396844;11.314583244274194;11.06204613772049;9.192292814470768;8.67595703294175;9.515699838284045;9.436711542137214;11.717676423066395;8.734709620225837;10.861862340059153;11.162391328756906;10.83289001416474;9.693486957499324;11.194756854422248;9.409390936137704;10.542064542283445;10.105908508571158;10.002815015607052;9.871905237659186;11.54882190845875;9.400879436282183;10.034798962577268;11.61194694181998;10.41679752760606;10.326429487122304;10.269126679149418;10.852529509404196;12.4542992936199;10.400879436282183;10.030667136246942;12.079818085212354;10.788718332690458;10.353146825498085;9.73978060977326;10.496853777388042;9.533329732305834;11.066761932386909;9.90388184573618;9.430452551665532;11.637530551525307;10.579315937580017;10.838416075797335;10.074141462752506;11.28886607416582;11.456354415108288;8.703903573444663;11.768597882194374;10.987974524296153;12.543273538449805;13.25915476886684;11.096715154488535;11.37937836707126;11.156715144224702;10.572700226487292;12.735132884139947;10.118941072723509;9.581200581924955;10.668884984266247;10.577428828035748;9.782998208920414;10.430452551665532;11.29117069932186;9.871905237659186;9.590587049915037;8.974414589805527;10.562242424221072;9.957102041562289
11.649705265471413;11.6142497276894;11.057991722759176;12.85350450102128;12.44785810495403;10.599912842187129;12.802516365121225;10.97656412341533;12.14338321398982;11.90312867681232;11.635718120331047;13.107544031975989;11.324180546618742;11.61286849729104;12.7300455028792;12.213408040858337;11.261507309202056;11.745254141957256;12.140829770773;12.567005370247031;11.829326335841666;12.057991722759176;12.17648484729189;12.439311461818846;12.692179576312538;12.2940463132715;11.799281621521924;12.531381460516313;11.64880694972577;11.265615046484458;11.945077995107816;12.842743180731658;12.608947814565514;12.61056350392504;12.197830998012195;10.980139577639155;12.558420713268664;12.19075064966236;11.958552715431011;10.901621158346112;11.788718332690458;12.490600213019594;11.759472121202831;11.886458695703706;11.82376527978966;11.446566409066069;11.569855608330949;12.415213598765286;12.597121428789569;12.47699928613306;11.749869427396844;12.186423797538945;13.366868586167094;11.28886607416582;12.113742166049189;10.980139577639155;12.057991722759176;11.167418145831736;11.338736382573916;12.062383491876334;10.94397991434374;10.799281621521924;10.493855449240822;10.067434360756522;10.760719947465624;10.79766152585376;10.286557761607956;10.083479327331842;10.676838606474153;10.449148645375436;10.578372691360803;10.531381460516313;10.638435913990472;10.926295994781112;10.981567281903017;11.241387363998935;11.322491537597468;11.243769031961852;10.854089179870574;11.581200581924955;10.778898476008376;11.02997734658958;10.63117705570398;10.857203471508166;11.082814337672271;10.851749041416058;10.526499239136566;9.489847960439295;11.040289721025715;11.252074042796185;10.733015321685963;10.938844457466171;10.810571634741146;10.480790201095816;11.660441650209172;10.826548487290914;10.708221730038352;11.1767964781476;11.271463027904376;10.77561028075954;10.987264012072538;10.922584402713664;10.725366257895642;10.926295994781112;10.15608307628868;10.91139198784346;10.825753832883112;11.29232163280204;10.99929538702341;10.828136484194108;10.878817284614229;10.323054760341646;10.762382038710392;10.715104009236168;11.124121311829189;10.497851836951115
11.167418145831736;11.725366257895642;11.481799431665753;11.067434360756522;12.439830883981392;11.036860446673046;13.054604317960672;10.79766152585376;12.51101135288224;11.41256984680521;12.271754805646474;13.686609950751922;11.505811553919594;12.636171441635922;12.40886043602476;11.007027266893967;14.013235425078475;12.686062749895417;11.31174831500496;12.107217075591382;9.350939181546432;12.1357092861044;10.401946123976536;10.827342704234116;12.664447284547972;13.827938080144987;12.706927639617405;12.659772961881613;12.23212108408222;13.20181761666792;10.7632123668144;11.66622400280318;12.557942286787448;11.154185209265297;12.687375683437468;13.032390168866524;14.598168841844732;12.276124405274238;11.131213905086272;13.002990771840553;12.485074563698612;14.52582663977073;13.111950706153165;11.088125692188209;10.842350343413807;12.68934284613419;13.011401989880063;12.38855550398256;12.754261196514;11.232420927176076;11.882260929099804;11.585432051592962;12.48733761520718;10.610102062999664;13.548581118165128;13.032390168866524;12.1357092861044;13.802112418586066;13.944986520293032;13.116343961237469;12.317129926384542;13.982369745096536;12.031701202740305;12.035830072835015;12.619761463298424;12.532112370794998;13.070120944476823;12.151967870968187;13.250002267840449;12.367687756270046;12.898601387403938;11.430975172588068;12.391243589427445;12.1331422124006;11.233619676759702;14.721259431774518;13.10443495055075;12.58941707576861;12.715318552331349;13.125252013928852;13.790959333698824;13.619073646817748;11.21856323619027;13.43306376512207;11.588246152044816;14.330566802880345;13.639340708652233;12.766735939529964;13.34179677239183;12.33147682185962;14.639623340652529;13.749974148845798;12.3701424794954;12.722380635163802;13.003869231979056;13.148158772937894;13.943338981049395;12.322491537597468;12.934612328171395;12.66222330531784;15.53107680524311;13.050868963290736;13.588246152044816;13.101647450030766;12.735767547266637;14.658769347899648;15.613847005405518;13.493980504070432;11.509775004326936;11.812979471251484;11.823367240046236;14.026955633002878;14.221285017810471;13.809768128710411;12.375039431346924;14.81818270494864
14.111380229360744;13.201358184030669;13.779719355143405;11.495355392235982;13.262535340526282;13.189515729800194;13.027560482248775;13.339710847346453;13.082315394198206;12.824958740528524;14.298349015658186;14.427509276164798;14.096962170162609;11.228217442293436;14.106644723559944;13.4248223873518;13.774684123919856;13.168358727223886;14.160659307217385;13.79766152585376;13.220378327695228;13.932860645317168;10.876516946565;14.06785446938792;12.719816603018126;13.820378436323685;12.412305204955272;13.939211882666395;14.214243219443867;14.123151432773575;13.629015032522458;13.698921662339812;14.18541749109806;14.19129059488139;13.12605911607068;11.623424289869911;12.049848549450562;12.218865910069676;12.928148216169037;12.703471046071948;13.20197072837312;14.070037064419768;13.922212717785449;14.191059214531656;13.678820179524028;13.915225836337218;13.64734599259749;13.7171408816367;13.41336348121097;13.604553229079038;12.91026795581084;14.159004071924567;12.042343379793692;10.75905593916017;13.892637677748688;11.623424289869911;13.932860645317168;12.961811408087163;13.249261626599845;12.180530807344482;13.51224664282918;13.805844615494482;13.002990771840553;13.255766257128808;13.415345659275324;13.54677390880832;13.200438879597977;13.255618749839597;13.811876378336391;12.026523442519766;13.429145170478744;13.325867580575418;12.322773176454564;12.803727526553114;13.985308297255852;13.474466464132632;12.961630562578824;13.646108641506103;13.54617100226735;10.696098170955864;13.57187112541885;13.33552992757082;13.618041306851776;13.445144206553636;12.456611099574918;13.194756854422248;13.480790201095816;12.981567281903017;13.730151673173312;13.70433597118232;13.305634287546711;13.270587340447513;13.188434307113564;12.808159772868375;11.525031345124;13.18997894863252;13.220982851081777;12.808360915432784;13.35231935484684;13.37232095486726;13.153552031708111;13.80302113929134;13.60813929084344;13.248224089668474;13.338736382573916;13.155766938445652;13.35933777352322;13.30063855399372;13.267518241801469;13.536732889835417;14.225508720236;13.068274455720507;13.30862344513114;12.75258971764099;13.418379719364957;13.517546370010448
11.953468962228849;12.544240006441658;11.52845411076479;11.975847968006784;12.31174831500496;12.055282435501187;12.360298426618046;11.260919533662904;11.712097051087548;12.180219982170192;12.222794902868111;12.687375683437468;11.861862340059153;11.800899899920305;12.204571144249204;12.154501693864765;12.086467993464067;12.66644593881483;12.423641195075856;12.626393504173995;11.8193807908646;12.175237650291036;11.958915156091347;12.007728114632254;12.073806847178492;12.464035152189911;12.41732511767992;12.4797802640291;11.900866807980748;11.884552133987237;12.290594888082572;12.469133019829592;12.0744760007345;12.289730740083757;12.404609397837712;10.881113960675096;12.323054760341646;12.270003253378444;12.02410078025291;12.838613044196972;12.351767443959892;12.80231440599149;13.09687983630378;12.507794640198696;12.117967703717133;11.557942286787448;12.6965329140783;12.232420927176076;12.3009244909763;11.905763049602792;12.273795599214264;12.205182326228645;12.922955991908475;11.221587121264806;12.630039552656095;10.881113960675096;12.175237650291036;11.788310503700918;12.43306376512207;12.298635406734242;12.39419471001943;12.030667136246942;12.1270270430046;12.199672344836364;12.234518085739987;12.492604304386685;12.088125692188209;12.004571615167656;12.390168956200185;11.389631339260522;12.034798962577268;11.883025068440173;12.053586543639174;12.347898144596012;12.733650916838716;12.41415667927414;12.265615046484458;12.654188473059545;12.450695771572915;10.59898297103609;12.484319423644267;12.090112419664289;12.127349541059118;12.491352073563435;12.273212809854334;11.91737207947684;12.44190670454224;11.240791332161956;12.177730967033272;12.82097669262124;12.345959596404112;12.235715094761895;11.798471801101618;11.325305455089682;11.733015321685963;11.669328004395904;12.370687406807216;11.896710815726117;12.187352073200495;12.096715154488535;12.043710863347156;12.220680621052203;12.168358727223886;11.642954223480332;11.760719947465624;12.14433959124784;12.111461739857722;12.286557761607956;12.240195053979924;12.208539206738363;12.709730036543627;12.038918989292302;12.582377235640692;11.860311054919482;12.459431618637296;12.3009244909763
12.923884546385334;12.214622686302336;12.449664538476192;11.140190703191836;12.205793249397155;11.929628283024565;12.86050505680788;12.342908033791574;12.096385734452651;11.997885127829113;13.352595231134304;13.07296996854206;12.355351096424812;10.932952892194717;12.603394530887376;12.295481973695368;12.378836713210614;12.55026580686874;12.929628283024565;13.089119397915168;12.7279204545632;12.746724244025833;10.52258153125483;12.68057929578025;12.202736043250168;12.60293079091524;11.70173963867435;11.8649599151426;12.610794169053182;13.39780830865287;12.079484783826816;12.555787402083771;12.587308728333545;13.104271128936894;11.56081046872794;11.165535141377925;11.352595231134304;11.439311461818846;12.451211111832327;12.01576348736988;11.975847968006784;13.00842862207058;13.098854553218755;12.428621886091111;12.253847484987404;12.447083226209651;12.800697714363126;12.448374459662794;11.59898297103609;12.304066063127284;11.87305954766147;12.747143998186749;12.4070021479242;10.50481898763284;12.5898851792902;11.165535141377925;12.746724244025833;11.478769619475765;12.460711852141213;11.5980525001616;12.60293079091524;12.871327736134008;12.37531099747307;12.301210371298426;12.723447638422918;12.178664851006472;12.222794902868111;11.993646060016596;12.97280033522448;11.43827205612483;12.4655664048094;12.34318571544788;11.82137539237254;12.004922678569043;13.015937673309226;12.357826882210777;12.025831668332026;12.439830883981392;12.621822947394202;11.023754353299417;12.735979039613404;12.250002267840449;12.870557374326417;12.720244258287568;11.828533210455618;11.850186837645774;12.600377553107844;12.334552633752422;12.62844554013718;12.612177385880992;12.824362133569483;12.037203741151972;11.836444911341369;12.340684654363438;10.802516365121225;11.794415866350104;12.27786854617684;11.800495500466813;12.33622758948339;12.271463027904376;12.279900715802762;12.809768128710411;13.456097684964202;12.404875455015208;12.95637615724967;12.23212108408222;12.616319096976865;12.266493756312183;12.220075970984304;12.562480945349316;13.143702076857933;12.06204613772049;12.626393504173995;11.85642552862553;12.502831804066744;12.810370800183728
15.95585420221719;13.62662165235837;14.982191458511918;14.061539958530144;14.348451537407128;14.456611099574918;15.120926330966867;14.786678033890652;14.594791118089264;15.00899753401982;15.374088547146387;16.470706531011285;14.74824527214868;11.378836713210614;15.149270799121478;15.314583244274194;14.388017285345136;15.595053466028928;15.834767301405412;15.593682900533835;16.894261206824552;15.363245010716806;14.593799595109722;15.136670762341843;14.901621158346112;15.81275390721534;14.856230977341992;15.890857993352068;14.946860595698787;15.283124535732409;14.746829194016122;15.544330579630682;15.323793656665552;16.13805176279858;13.052568050804153;12.079484783826816;14.423575544918128;15.546623205792349;14.538310202597684;14.174691662379445;14.494543116698312;16.162312645599027;16.02156561112606;14.91802465066733;15.758899839936436;15.876397036741476;15.021196882265004;15.876133200043016;14.415609744035512;15.219660127012876;15.380021317010408;15.060906984695068;15.423181581223467;13.813881374894097;15.560004368730684;12.079484783826816;15.363245010716806;13.238106137432077;13.279320387942608;13.090608674341276;13.637530551525307;14.081400216090197;13.065416134676548;13.78320289006439;13.401146182153498;13.29619926851494;12.87824254386927;13.918956383482517;13.691089186236532;11.50084187955693;13.651724433108065;12.97710100677111;12.64565843240871;12.955104980216555;14.050783956364931;13.415081526165672;13.296486086615465;13.482303782323182;13.326429487122304;9.850186837645774;13.632200042185133;13.199058823653022;13.523929443651667;13.658546227725854;12.749031382040204;14.038404628941894;13.465056167831175;12.470913026274877;13.79796543240424;14.004044859837435;12.585432051592962;13.07865119332527;13.524419281544802;12.121857245612654;13.11504365016171;13.443202577297011;13.088788238716909;12.398476501449256;12.998766701361516;12.908767882849189;13.20869160678508;14.035658272294071;12.60408986146918;12.798269274949693;12.467860240707878;13.11699367754698;13.221889161471266;13.251186503524336;13.47281774209204;13.618041306851776;14.39332341615394;13.125574908970686;13.101319154423276;12.381542951184583;13.501588422932391;13.746409348239164
