SYN-SAMPLE-102;SYN-SAMPLE-443;SYN-SAMPLE-419;SYN-SAMPLE-298;SYN-SAMPLE-204;SYN-SAMPLE-84;SYN-SAMPLE-200;SYN-SAMPLE-135;SYN-SAMPLE-49;SYN-SAMPLE-421;SYN-SAMPLE-427;SYN-SAMPLE-14;SYN-SAMPLE-341;SYN-SAMPLE-294;SYN-SAMPLE-385;SYN-SAMPLE-109;SYN-SAMPLE-248;SYN-SAMPLE-147;SYN-SAMPLE-319;SYN-SAMPLE-159;SYN-SAMPLE-226;SYN-SAMPLE-421;SYN-SAMPLE-341;SYN-SAMPLE-96;SYN-SAMPLE-7;SYN-SAMPLE-414;SYN-SAMPLE-28;SYN-SAMPLE-198;SYN-SAMPLE-122;SYN-SAMPLE-249;SYN-SAMPLE-211;SYN-SAMPLE-445;SYN-SAMPLE-441;SYN-SAMPLE-211;SYN-SAMPLE-474;SYN-SAMPLE-484;SYN-SAMPLE-437;SYN-SAMPLE-52;SYN-SAMPLE-371;SYN-SAMPLE-386;SYN-SAMPLE-160;SYN-SAMPLE-271;SYN-SAMPLE-22;SYN-SAMPLE-7;SYN-SAMPLE-420;SYN-SAMPLE-0;SYN-SAMPLE-369;SYN-SAMPLE-83;SYN-SAMPLE-270;SYN-SAMPLE-370;SYN-SAMPLE-480;SYN-SAMPLE-343;SYN-SAMPLE-95;SYN-SAMPLE-239;SYN-SAMPLE-321;SYN-SAMPLE-13;SYN-SAMPLE-384;SYN-SAMPLE-249;TCGA-EL-A3ZQ-11A;TCGA-BJ-A3PR-11A;TCGA-KS-A41J-11A;TCGA-EL-A3MY-11A;TCGA-BJ-A2NA-11A;TCGA-EL-A3GZ-11A;TCGA-EL-A3T8-11A;TCGA-EL-A3TB-11A;TCGA-EL-A3ZT-11A;TCGA-DO-A1JZ-11A;TCGA-H2-A2K9-11A;TCGA-EL-A3ZG-11A;TCGA-EL-A3MW-11A;TCGA-BJ-A28R-11A;TCGA-EM-A1YC-11A;TCGA-ET-A2MX-11C;TCGA-BJ-A290-11A;TCGA-EL-A3TA-11A;TCGA-BJ-A2N9-11A;TCGA-BJ-A3PU-11A;TCGA-EM-A1CT-11A;TCGA-EL-A3ZS-11A;TCGA-BJ-A2N7-11A;TCGA-EL-A3ZH-11A;TCGA-ET-A3DW-11A;TCGA-ET-A2N5-11B;TCGA-EM-A3ST-11A;TCGA-EL-A3T1-11A;TCGA-EM-A1CV-11A;TCGA-EM-A1CW-11A;TCGA-EL-A3N3-11A;TCGA-EL-A3MX-11A;TCGA-EL-A3ZL-11A;TCGA-EL-A3ZR-11A;TCGA-EL-A3ZK-11A;TCGA-GE-A2C6-11A;TCGA-BJ-A28W-11A;TCGA-EL-A3ZP-11A;TCGA-EL-A3T7-11A;TCGA-KS-A41I-11A;TCGA-BJ-A28X-11A;TCGA-EL-A3T0-11A;TCGA-EL-A3T6-11A;TCGA-EL-A3H1-11A;TCGA-EL-A3N2-11A;TCGA-E8-A2JQ-11A;TCGA-EM-A1CU-11A;TCGA-EL-A3ZO-11A;TCGA-EL-A3H7-11A;TCGA-KS-A41L-11A;TCGA-EM-A1CS-11A;TCGA-EL-A3H2-11A;TCGA-BJ-A2N8-11A;TCGA-FY-A3TY-11A;TCGA-EL-A3T2-11A;TCGA-EL-A3ZM-11A;TCGA-EL-A3T3-11A;TCGA-ET-A3DP-11A
9.354849815368652;8.884262084960938;9.843234062194824;9.185973167419434;8.903996467590332;8.965786933898926;8.91331958770752;9.889063835144045;9.58928680419922;8.896628379821777;9.781119346618652;9.880444526672363;9.77657413482666;9.702574729919434;9.55595588684082;8.884430885314941;8.896279335021973;8.894795417785645;9.63418197631836;9.735785484313965;8.88652515411377;8.896628379821777;9.77657413482666;9.261035919189451;9.597346305847168;9.390031814575195;8.892376899719238;9.187211990356444;9.88872528076172;9.837690353393556;9.867266654968262;8.887951850891113;9.026613235473633;9.867266654968262;9.31729221343994;9.85300636291504;9.87989616394043;8.951541900634766;8.885190963745117;8.886077880859375;9.863993644714355;8.885675430297852;9.778261184692385;9.597346305847168;9.887758255004885;9.022847175598145;8.910490989685059;9.68798828125;9.709124565124512;9.730408668518066;9.74797821044922;9.729706764221191;9.88832187652588;8.884382247924805;9.88906192779541;8.91752815246582;9.80402946472168;9.837690353393556;9.23840473932508;9.804131021183318;9.481799431665753;9.26209484537018;9.442943495848729;9.055282435501187;9.233619676759702;9.672425341971495;8.754887502163468;9.118941072723509;9.611024797307351;8.169925001442312;8.939579214314692;9.661778097771988;8.854868383260236;9.312882955284357;9.569855608330949;9.64745842645492;9.935165049603697;9.640244936222343;9.72451385311995;9.564149489985732;9.39231742277876;9.269126679149418;9.447083226209651;9.453270634010623;9.057991722759176;9.581200581924955;8.957102041562287;7.700439718141092;9.7515440590891;9.842350343413807;9.005624549193879;9.139551352398794;9.485829308701904;9.654636028527968;9.560332834212442;9.41574176829009;8.954196310386875;9.7714894695006;10.1357092861044;9.41574176829009;9.489847960439295;9.79603960882977;9.113742166049189;10.20212382383046;8.640244936222345;8.918863237274595;9.154818109052105;9.501837184902296;9.899356922923111;9.620219825507489;10.030667136246942;8.658211482751796;9.434628227636724;9.337621901992508;9.679480099505446;9.257387842692651
15.68875789642334;14.67866039276123;15.753631591796877;16.141218185424805;14.684094429016112;14.6793851852417;14.706829071044922;16.147756576538086;16.11362648010254;15.26060676574707;16.033702850341797;15.959343910217283;15.137651443481444;16.029804229736328;16.004465103149414;14.679291725158691;16.124845504760742;16.115787506103516;16.11344337463379;16.07390785217285;14.678681373596191;15.26060676574707;15.137651443481444;14.67866325378418;15.949821472167969;14.67872142791748;14.687708854675291;15.999892234802246;16.14771842956543;15.907172203063965;15.693716049194336;14.698129653930664;15.529512405395508;15.693716049194336;16.02943992614746;14.695419311523438;16.066144943237305;14.678893089294434;14.681276321411133;14.683479309082031;16.147512435913086;14.67898654937744;14.679594039916992;15.949821472167969;15.992803573608398;15.996149063110352;14.908966064453123;14.925385475158691;14.698471069335938;15.551568031311035;14.768853187561035;16.04426383972168;16.14423179626465;14.679373741149902;16.147706985473633;14.74655532836914;16.06682777404785;15.907172203063965;15.963392840038406;14.600377553107844;16.18359661550095;16.090608674341276;15.380866867456533;15.462981472451387;15.478548446573452;16.207052461991463;15.805290440031529;16.400662668940345;16.325621677625207;14.875605381852449;16.19834911439086;15.407765663075432;14.782486378978945;15.496572948686955;16.68071663644777;15.967834159685438;16.10470112100432;16.162076570374314;15.850040294276956;12.340128273700588;16.54307714550171;16.263360906611744;15.66266837551754;15.862443642212297;15.08219063136327;15.503794687923309;15.876061236205071;15.381272555711789;15.66041379438262;16.165201436378236;15.675516044082778;15.644644947968796;15.626564618694632;14.756869011549092;13.990990303530822;15.593040911589412;16.003210437026794;14.91564600478507;15.078275920403948;15.78481374010061;15.693677518307336;15.84379840129866;15.713332810280487;15.392988162965136;15.677471904877132;15.38562651473644;16.02524772573819;16.150421637625772;16.251020029107448;15.843234077004007;16.849502841203268;15.615715837490388;15.41131236544125;15.147403695287522;15.916462648854507;16.239150973780703
12.779945373535156;12.34151554107666;12.665130615234377;13.546875953674316;12.343043327331545;12.34151840209961;12.34193992614746;13.64177131652832;12.979979515075684;12.341978073120115;13.640410423278809;13.357595443725586;13.493839263916016;13.266010284423828;13.43803596496582;12.34373378753662;12.36831283569336;13.123589515686035;13.407366752624512;12.477056503295898;12.341517448425291;12.341978073120115;13.493839263916016;12.341558456420898;13.39777946472168;12.353938102722168;12.341670989990234;13.194202423095703;13.641107559204102;13.167998313903809;13.627739906311035;12.343635559082031;13.2890625;13.627739906311035;13.113422393798828;12.820979118347168;13.632630348205566;12.342033386230469;12.341530799865724;12.342329978942873;13.641531944274902;12.341557502746582;12.6023588180542;13.39777946472168;13.630274772644045;13.631732940673828;12.344427108764648;12.48178005218506;12.341527938842772;12.972599029541016;12.716059684753418;13.16589069366455;13.641758918762209;12.343338966369627;13.641777992248535;12.341520309448242;13.379140853881836;13.167998313903809;13.485326189240524;11.701306461958623;13.56379210712418;13.513850940118791;12.81678367937856;13.360572781480696;13.313449940963055;13.43827205612483;13.386670859637618;13.187042714339894;13.909143047339898;11.529918528120325;13.524051918717824;13.25797705856398;12.114393054867309;12.844901876019785;14.000528233986822;13.7238742188639;13.031701202740305;13.59735425297161;13.264442600226602;10.8193807908646;13.54978466794786;13.336646024747372;13.117967703717133;13.261213451366048;12.32895536178133;13.313449940963055;13.061539958530144;13.193371349821495;13.928795932261515;13.662557120839184;13.666667840690357;13.295625461192714;13.094242668809017;12.936453910041177;11.14210705730255;13.215381320721084;13.413098984915264;13.005273656563938;13.661889412539288;13.243769031961852;13.032390168866524;13.496354488564617;13.699138625275914;13.285257710919934;13.219319801859132;13.20074537950159;13.213559927476458;13.173833263682058;12.97656412341533;13.61114009761038;14.147363943409283;13.376939321619846;13.782793498733351;12.720458038393296;13.325867580575418;13.673640336144274
9.53464412689209;10.753182411193848;9.773919105529783;11.748682022094728;10.957168579101562;9.883721351623535;9.565299034118652;9.43423080444336;11.024264335632324;11.83400535583496;9.44451904296875;10.172460556030272;11.836105346679688;11.784022331237791;11.650197982788086;9.529815673828123;11.810056686401367;9.443151473999023;11.830132484436035;11.704626083374023;9.432579040527344;11.83400535583496;11.836105346679688;9.43624210357666;11.670947074890137;9.432217597961426;11.668838500976562;11.728991508483888;9.43271827697754;11.36166763305664;9.432239532470703;11.83376693725586;11.814959526062012;9.432239532470703;11.674695014953612;9.432239532470703;10.025923728942873;9.945059776306152;11.722772598266602;11.832594871520996;9.432861328125;9.465827941894531;9.43224048614502;11.670947074890137;9.432368278503418;11.835806846618652;11.795653343200684;11.826842308044434;11.724663734436035;9.489105224609377;9.433802604675291;11.587074279785156;10.38183307647705;9.447991371154783;9.43221664428711;11.8345947265625;11.5711669921875;11.36166763305664;10.861862340059153;11.162391328756906;10.83289001416474;9.693486957499324;11.194756854422248;9.409390936137704;10.542064542283445;10.105908508571158;10.002815015607052;9.871905237659186;11.54882190845875;9.400879436282183;10.034798962577268;11.61194694181998;10.41679752760606;10.326429487122304;10.269126679149418;10.852529509404196;12.4542992936199;10.400879436282183;10.030667136246942;12.079818085212354;10.788718332690458;10.353146825498085;9.73978060977326;10.496853777388042;9.533329732305834;11.066761932386909;9.90388184573618;9.430452551665532;11.637530551525307;10.579315937580017;10.838416075797335;10.074141462752506;11.28886607416582;11.456354415108288;8.703903573444663;11.768597882194374;10.987974524296153;12.543273538449805;13.25915476886684;11.096715154488535;11.37937836707126;11.156715144224702;10.572700226487292;12.735132884139947;10.118941072723509;9.581200581924955;10.668884984266247;10.577428828035748;9.782998208920414;10.430452551665532;11.29117069932186;9.871905237659186;9.590587049915037;8.974414589805527;10.562242424221072;9.957102041562289
12.462523460388184;11.25978660583496;12.462451934814451;12.454792022705078;12.44749355316162;11.906383514404297;11.26640510559082;12.462526321411133;12.462525367736816;12.462518692016602;11.259476661682127;12.456462860107422;12.375470161437988;11.266307830810549;11.471156120300291;11.2601900100708;12.462485313415527;12.459547996520996;11.563238143920898;11.972786903381348;11.259578704833984;12.462518692016602;12.375470161437988;12.459023475646973;11.52829647064209;11.259477615356444;11.554922103881836;12.417879104614258;12.461824417114258;12.406905174255373;11.2594633102417;12.459537506103516;11.592666625976562;11.2594633102417;12.390091896057127;11.259465217590332;11.583382606506348;11.31818389892578;11.930381774902344;12.257407188415527;12.462516784667969;11.260379791259766;11.259480476379396;11.52829647064209;12.286333084106444;11.272679328918455;12.46134090423584;12.462448120117188;12.462526321411133;11.283555030822754;12.462272644042969;11.375041007995604;12.462095260620115;11.259576797485352;11.2594633102417;12.462526321411133;12.337153434753418;12.406905174255373;11.338736382573916;12.062383491876334;10.94397991434374;10.799281621521924;10.493855449240822;10.067434360756522;10.760719947465624;10.79766152585376;10.286557761607956;10.083479327331842;10.676838606474153;10.449148645375436;10.578372691360803;10.531381460516313;10.638435913990472;10.926295994781112;10.981567281903017;11.241387363998935;11.322491537597468;11.243769031961852;10.854089179870574;11.581200581924955;10.778898476008376;11.02997734658958;10.63117705570398;10.857203471508166;11.082814337672271;10.851749041416058;10.526499239136566;9.489847960439295;11.040289721025715;11.252074042796185;10.733015321685963;10.938844457466171;10.810571634741146;10.480790201095816;11.660441650209172;10.826548487290914;10.708221730038352;11.1767964781476;11.271463027904376;10.77561028075954;10.987264012072538;10.922584402713664;10.725366257895642;10.926295994781112;10.15608307628868;10.91139198784346;10.825753832883112;11.29232163280204;10.99929538702341;10.828136484194108;10.878817284614229;10.323054760341646;10.762382038710392;10.715104009236168;11.124121311829189;10.497851836951115
13.274832725524902;10.855949401855469;13.046676635742188;13.25450325012207;12.149629592895508;11.217175483703612;11.970307350158691;13.225024223327637;10.87039852142334;13.276566505432127;13.25141143798828;10.87613582611084;12.99495792388916;11.875534057617188;13.25047492980957;10.856504440307615;11.020419120788574;13.25948715209961;11.053230285644531;13.012320518493652;10.995776176452637;13.276566505432127;12.99495792388916;12.922513961791992;10.857001304626465;13.10300064086914;10.901606559753418;11.341007232666016;13.276691436767578;10.856607437133787;10.907743453979492;10.85676383972168;10.95977020263672;10.907743453979492;13.045178413391112;12.91868782043457;13.2760591506958;10.856223106384276;10.870675086975098;10.85633945465088;11.28531265258789;10.905848503112791;13.261436462402344;10.857001304626465;13.245986938476562;10.866890907287598;11.030424118041992;10.860036849975586;13.275840759277344;13.259156227111816;13.03742504119873;12.79631805419922;12.746208190917969;10.870556831359863;13.265538215637209;13.18730354309082;11.057561874389648;10.856607437133787;13.944986520293032;13.116343961237469;12.317129926384542;13.982369745096536;12.031701202740305;12.035830072835015;12.619761463298424;12.532112370794998;13.070120944476823;12.151967870968187;13.250002267840449;12.367687756270046;12.898601387403938;11.430975172588068;12.391243589427445;12.1331422124006;11.233619676759702;14.721259431774518;13.10443495055075;12.58941707576861;12.715318552331349;13.125252013928852;13.790959333698824;13.619073646817748;11.21856323619027;13.43306376512207;11.588246152044816;14.330566802880345;13.639340708652233;12.766735939529964;13.34179677239183;12.33147682185962;14.639623340652529;13.749974148845798;12.3701424794954;12.722380635163802;13.003869231979056;13.148158772937894;13.943338981049395;12.322491537597468;12.934612328171395;12.66222330531784;15.53107680524311;13.050868963290736;13.588246152044816;13.101647450030766;12.735767547266637;14.658769347899648;15.613847005405518;13.493980504070432;11.509775004326936;11.812979471251484;11.823367240046236;14.026955633002878;14.221285017810471;13.809768128710411;12.375039431346924;14.81818270494864
13.439498901367188;12.665079116821287;14.02395248413086;14.146907806396484;12.67568588256836;12.665080070495604;12.665148735046388;14.160139083862305;14.048476219177246;12.668731689453123;14.123865127563477;13.733698844909668;13.643356323242188;13.828631401062012;13.527587890625;12.761646270751951;13.244989395141602;13.780298233032228;14.130087852478027;13.270352363586426;12.665081024169922;12.668731689453123;13.643356323242188;12.66519546508789;13.95610237121582;12.6815767288208;12.665610313415527;13.894659042358398;14.156222343444824;13.89370822906494;14.157703399658203;12.668197631835938;13.765259742736816;14.157703399658203;13.912297248840332;12.821873664855955;13.928838729858398;12.665361404418944;12.66511344909668;12.66683292388916;14.160174369812012;12.665088653564451;12.714131355285645;13.95610237121582;14.15492820739746;13.952045440673828;12.667238235473633;12.724206924438477;12.66513442993164;12.756512641906738;13.965386390686035;13.750276565551758;14.16016960144043;12.676295280456545;14.16001796722412;12.665125846862791;14.078821182250977;13.89370822906494;13.249261626599845;12.180530807344482;13.51224664282918;13.805844615494482;13.002990771840553;13.255766257128808;13.415345659275324;13.54677390880832;13.200438879597977;13.255618749839597;13.811876378336391;12.026523442519766;13.429145170478744;13.325867580575418;12.322773176454564;12.803727526553114;13.985308297255852;13.474466464132632;12.961630562578824;13.646108641506103;13.54617100226735;10.696098170955864;13.57187112541885;13.33552992757082;13.618041306851776;13.445144206553636;12.456611099574918;13.194756854422248;13.480790201095816;12.981567281903017;13.730151673173312;13.70433597118232;13.305634287546711;13.270587340447513;13.188434307113564;12.808159772868375;11.525031345124;13.18997894863252;13.220982851081777;12.808360915432784;13.35231935484684;13.37232095486726;13.153552031708111;13.80302113929134;13.60813929084344;13.248224089668474;13.338736382573916;13.155766938445652;13.35933777352322;13.30063855399372;13.267518241801469;13.536732889835417;14.225508720236;13.068274455720507;13.30862344513114;12.75258971764099;13.418379719364957;13.517546370010448
12.537906646728516;11.682077407836914;12.124991416931152;12.53704833984375;12.051840782165527;11.682157516479492;11.6875638961792;12.53809642791748;12.501883506774902;12.537894248962402;12.218915939331056;11.731759071350098;12.218547821044922;12.373394012451172;12.307366371154783;11.682085990905762;12.53769302368164;12.537679672241213;12.209156036376951;12.485845565795898;11.68207550048828;12.537894248962402;12.218547821044922;12.479838371276855;12.139398574829102;11.68208122253418;11.68295955657959;11.807804107666016;12.538087844848633;11.719863891601562;11.682077407836914;12.475748062133787;12.21603012084961;11.682077407836914;11.836216926574709;11.682239532470703;11.881078720092772;11.68209171295166;11.682318687438965;11.69102954864502;12.53319263458252;11.682090759277344;11.682212829589844;12.139398574829102;12.265439987182615;12.535457611083984;11.810818672180176;12.537958145141602;11.949549674987791;11.732847213745115;12.512917518615724;11.835319519042969;12.532059669494627;11.682095527648926;12.231966972351074;12.474449157714844;12.38938045501709;11.719863891601562;12.43306376512207;12.298635406734242;12.39419471001943;12.030667136246942;12.1270270430046;12.199672344836364;12.234518085739987;12.492604304386685;12.088125692188209;12.004571615167656;12.390168956200185;11.389631339260522;12.034798962577268;11.883025068440173;12.053586543639174;12.347898144596012;12.733650916838716;12.41415667927414;12.265615046484458;12.654188473059545;12.450695771572915;10.59898297103609;12.484319423644267;12.090112419664289;12.127349541059118;12.491352073563435;12.273212809854334;11.91737207947684;12.44190670454224;11.240791332161956;12.177730967033272;12.82097669262124;12.345959596404112;12.235715094761895;11.798471801101618;11.325305455089682;11.733015321685963;11.669328004395904;12.370687406807216;11.896710815726117;12.187352073200495;12.096715154488535;12.043710863347156;12.220680621052203;12.168358727223886;11.642954223480332;11.760719947465624;12.14433959124784;12.111461739857722;12.286557761607956;12.240195053979924;12.208539206738363;12.709730036543627;12.038918989292302;12.582377235640692;11.860311054919482;12.459431618637296;12.3009244909763
12.78334617614746;11.622840881347656;12.81114673614502;12.736258506774902;11.737069129943848;11.628613471984863;11.628323554992676;12.819101333618164;12.6448335647583;12.240660667419434;12.763809204101562;12.122474670410156;12.678784370422363;12.251699447631836;12.460431098937988;11.698861122131348;12.801815032958984;12.760919570922852;12.607189178466797;11.805824279785156;11.622846603393556;12.240660667419434;12.678784370422363;11.659653663635254;12.190014839172363;11.622998237609863;11.622847557067873;11.792125701904297;12.81905460357666;12.312660217285156;12.816372871398926;12.604427337646484;11.84028434753418;12.816372871398926;11.713377952575684;11.627593994140623;12.728126525878906;11.625828742980955;11.622845649719238;11.700654983520508;12.819096565246582;11.62297821044922;11.622980117797852;12.190014839172363;12.792152404785156;12.816778182983398;11.649046897888184;12.063838005065918;11.625718116760254;11.62757968902588;12.813427925109863;11.645946502685549;12.819098472595217;11.626426696777344;12.75289535522461;12.644782066345217;12.368736267089844;12.312660217285156;12.460711852141213;11.5980525001616;12.60293079091524;12.871327736134008;12.37531099747307;12.301210371298426;12.723447638422918;12.178664851006472;12.222794902868111;11.993646060016596;12.97280033522448;11.43827205612483;12.4655664048094;12.34318571544788;11.82137539237254;12.004922678569043;13.015937673309226;12.357826882210777;12.025831668332026;12.439830883981392;12.621822947394202;11.023754353299417;12.735979039613404;12.250002267840449;12.870557374326417;12.720244258287568;11.828533210455618;11.850186837645774;12.600377553107844;12.334552633752422;12.62844554013718;12.612177385880992;12.824362133569483;12.037203741151972;11.836444911341369;12.340684654363438;10.802516365121225;11.794415866350104;12.27786854617684;11.800495500466813;12.33622758948339;12.271463027904376;12.279900715802762;12.809768128710411;13.456097684964202;12.404875455015208;12.95637615724967;12.23212108408222;12.616319096976865;12.266493756312183;12.220075970984304;12.562480945349316;13.143702076857933;12.06204613772049;12.626393504173995;11.85642552862553;12.502831804066744;12.810370800183728
15.667679786682127;14.003181457519531;15.666667938232422;15.677151679992676;15.648241996765137;14.003229141235352;14.003602027893066;15.678466796875;15.678397178649902;15.675281524658203;14.126110076904297;15.430127143859863;14.208273887634276;14.106261253356934;14.65927505493164;15.020655632019045;15.678159713745115;15.678303718566896;15.15214729309082;14.576186180114746;14.003201484680176;15.675281524658203;14.208273887634276;15.581872940063477;14.619095802307127;14.003860473632812;14.011884689331056;14.422368049621582;15.672463417053224;14.073407173156738;14.00566577911377;15.521733283996582;14.187020301818848;14.00566577911377;14.65019416809082;14.003213882446287;14.005414009094238;14.009573936462402;14.009503364562988;14.27369213104248;15.678479194641112;14.003177642822266;14.00320053100586;14.619095802307127;15.269486427307127;15.529685974121094;14.55185890197754;15.67699909210205;14.2813720703125;14.003357887268066;15.676640510559082;14.100625038146973;15.678443908691406;14.157529830932615;14.003252029418944;15.577346801757812;14.580662727355955;14.073407173156738;13.279320387942608;13.090608674341276;13.637530551525307;14.081400216090197;13.065416134676548;13.78320289006439;13.401146182153498;13.29619926851494;12.87824254386927;13.918956383482517;13.691089186236532;11.50084187955693;13.651724433108065;12.97710100677111;12.64565843240871;12.955104980216555;14.050783956364931;13.415081526165672;13.296486086615465;13.482303782323182;13.326429487122304;9.850186837645774;13.632200042185133;13.199058823653022;13.523929443651667;13.658546227725854;12.749031382040204;14.038404628941894;13.465056167831175;12.470913026274877;13.79796543240424;14.004044859837435;12.585432051592962;13.07865119332527;13.524419281544802;12.121857245612654;13.11504365016171;13.443202577297011;13.088788238716909;12.398476501449256;12.998766701361516;12.908767882849189;13.20869160678508;14.035658272294071;12.60408986146918;12.798269274949693;12.467860240707878;13.11699367754698;13.221889161471266;13.251186503524336;13.47281774209204;13.618041306851776;14.39332341615394;13.125574908970686;13.101319154423276;12.381542951184583;13.501588422932391;13.746409348239164
